no,nama,kalimat,tema_postingan,ponpes,sentiment_class,sentiment_score,aspek_manual,text_for_rnn
750,Tasmia Mia,Semoga anak2 dimudahkan ujiannya ya allah,"Sebentar lagi akan dilaksanakan Ujian Peralahan Thobaqoh tahap II, pada tanggal 5-7 November 2024",Ponpes Salafiyah Parappe,Positive,25.0,Lingkungan,"Semoga anak2 dimudahkan ujiannya ya allah Sebentar lagi akan dilaksanakan Ujian Peralahan Thobaqoh tahap II, pada tanggal 5-7 November 2024"
751,Rahma Hasan,"Bismillahirrahmanirrahim,mudah'han anaku lulus dlm ujian ini amin yrA, 🤲🤲🤲","Sebentar lagi akan dilaksanakan Ujian Peralahan Thobaqoh tahap II, pada tanggal 5-7 November 2024",Ponpes Salafiyah Parappe,Positive,32.0,Lingkungan,"Bismillahirrahmanirrahim,mudah'han anaku lulus dlm ujian ini amin yrA, 🤲🤲🤲 Sebentar lagi akan dilaksanakan Ujian Peralahan Thobaqoh tahap II, pada tanggal 5-7 November 2024"
752,Syahruddin Ibnu Arabi Chanel,Salam Pemuda,Selamat memperingati Hari Sumpah Pemuda 28 Oktober 2024 “Maju Bersama Indonesia Raya”,Ponpes Salafiyah Parappe,Positive,25.0,Akademik,Salam Pemuda Selamat memperingati Hari Sumpah Pemuda 28 Oktober 2024 “Maju Bersama Indonesia Raya”
753,Ana Safiana,Selamat Hari Santri buat semua anakku semoga selalu berjaya dalam LINDUNGAN ALLAH SUBHANAHU WATAALAH 😘🤲🤲,Selamat hari santri nasional 2024,Ponpes Salafiyah Parappe,Positive,28.0,Sosial,Selamat Hari Santri buat semua anakku semoga selalu berjaya dalam LINDUNGAN ALLAH SUBHANAHU WATAALAH 😘🤲🤲 Selamat hari santri nasional 2024
754,مصطفى على فاش,"Masih banyak pembullyan di ponpes sehingga banyak santri yang kabur _x000D_
Dan santri yang kabur dihukum tampa mengetahui apa yg menyebabkan seorang santri kabur dari ponpes",Pondok Pesantren Salafiyah Parappe Putri mengadakan kegiatan sosialisasi dengan tema “Pencegahan dan Penanganan Kekerasan di Satuan Pendidikan.”,Ponpes Salafiyah Parappe,Positive,50.0,Umum,"Masih banyak pembullyan di ponpes sehingga banyak santri yang kabur _x000D_
Dan santri yang kabur dihukum tampa mengetahui apa yg menyebabkan seorang santri kabur dari ponpes Pondok Pesantren Salafiyah Parappe Putri mengadakan kegiatan sosialisasi dengan tema “Pencegahan dan Penanganan Kekerasan di Satuan Pendidikan.”"
755,Wulan Sari,Rindu adikq dstu☺,Pondok Pesantren Salafiyah Parappe Putri mengadakan kegiatan sosialisasi dengan tema “Pencegahan dan Penanganan Kekerasan di Satuan Pendidikan.”,Ponpes Salafiyah Parappe,Positive,27.0,Umum,Rindu adikq dstu☺ Pondok Pesantren Salafiyah Parappe Putri mengadakan kegiatan sosialisasi dengan tema “Pencegahan dan Penanganan Kekerasan di Satuan Pendidikan.”
756,Rajab Rajab,Mntp spy bagian Keamanan pondok tdk terlalu  memberi ganjaran yg tdk sesuai peraturan perlindungan anak,Pondok Pesantren Salafiyah Parappe Putri mengadakan kegiatan sosialisasi dengan tema “Pencegahan dan Penanganan Kekerasan di Satuan Pendidikan.”,Ponpes Salafiyah Parappe,Positive,61.0,Umum,Mntp spy bagian Keamanan pondok tdk terlalu  memberi ganjaran yg tdk sesuai peraturan perlindungan anak Pondok Pesantren Salafiyah Parappe Putri mengadakan kegiatan sosialisasi dengan tema “Pencegahan dan Penanganan Kekerasan di Satuan Pendidikan.”
757,Rajab Rajab,Biasax seniorx  memberi hukuman yg tdk sesuai dgn perlindungan Anak 🙏,Pondok Pesantren Salafiyah Parappe Putri mengadakan kegiatan sosialisasi dengan tema “Pencegahan dan Penanganan Kekerasan di Satuan Pendidikan.”,Ponpes Salafiyah Parappe,Positive,42.0,Umum,Biasax seniorx  memberi hukuman yg tdk sesuai dgn perlindungan Anak 🙏 Pondok Pesantren Salafiyah Parappe Putri mengadakan kegiatan sosialisasi dengan tema “Pencegahan dan Penanganan Kekerasan di Satuan Pendidikan.”
758,Rusni Kembar,Aamiin,"Selamat ulang tahun ke -79 Negaraku Tercinta, Indonesia. Semoga tetap menjadi negara yang aman dan damai serta dilimpahi barokah",Ponpes Salafiyah Parappe,Positive,21.0,Akademik,"Aamiin Selamat ulang tahun ke -79 Negaraku Tercinta, Indonesia. Semoga tetap menjadi negara yang aman dan damai serta dilimpahi barokah"
759,Saripa Rahmi,Aamiin,"Selamat ulang tahun ke -79 Negaraku Tercinta, Indonesia. Semoga tetap menjadi negara yang aman dan damai serta dilimpahi barokah",Ponpes Salafiyah Parappe,Positive,21.0,Akademik,"Aamiin Selamat ulang tahun ke -79 Negaraku Tercinta, Indonesia. Semoga tetap menjadi negara yang aman dan damai serta dilimpahi barokah"
760,Saripa Rahmi,Hebat,"Selamat ulang tahun ke -79 Negaraku Tercinta, Indonesia. Semoga tetap menjadi negara yang aman dan damai serta dilimpahi barokah",Ponpes Salafiyah Parappe,Positive,19.0,Akademik,"Hebat Selamat ulang tahun ke -79 Negaraku Tercinta, Indonesia. Semoga tetap menjadi negara yang aman dan damai serta dilimpahi barokah"
761,GeraiSehat Pinrang,MasyaAllahhh,Seremonial pembukaan Porseni 2024 antar santriwati pondok pesantren salafiyah Parappe ,Ponpes Salafiyah Parappe,Positive,6.0,Pembinaan Karakter,MasyaAllahhh Seremonial pembukaan Porseni 2024 antar santriwati pondok pesantren salafiyah Parappe 
762,Putra Polman Putra Polman,Sukses selalu pondok pes Salafiyah Parappe,Seremonial pembukaan Porseni 2024 antar santriwati pondok pesantren salafiyah Parappe ,Ponpes Salafiyah Parappe,Positive,9.0,Pembinaan Karakter,Sukses selalu pondok pes Salafiyah Parappe Seremonial pembukaan Porseni 2024 antar santriwati pondok pesantren salafiyah Parappe 
763,Hasanuddin To Tandakan,Amin ya rabbal alamin,Seremonial pembukaan Porseni 2024 antar santriwati pondok pesantren salafiyah Parappe ,Ponpes Salafiyah Parappe,Positive,12.0,Umum,Amin ya rabbal alamin Seremonial pembukaan Porseni 2024 antar santriwati pondok pesantren salafiyah Parappe 
764,Riski Riski,"Semoga Allah senantiasa mendapat keberkahan and sehat ,sukses bahagia selalu buat anak kami dan semua santri PP salapiyah parappe Amiin yaa Allah",Seremonial pembukaan Porseni 2024 antar santriwati pondok pesantren salafiyah Parappe ,Ponpes Salafiyah Parappe,Positive,42.0,Pembinaan Karakter,"Semoga Allah senantiasa mendapat keberkahan and sehat ,sukses bahagia selalu buat anak kami dan semua santri PP salapiyah parappe Amiin yaa Allah Seremonial pembukaan Porseni 2024 antar santriwati pondok pesantren salafiyah Parappe "
765,Rah Ma Rahma,Masya Allah,"Galeri pembukaan PORSENI antar santriwati pondok pesantren Salafiyah Parappe Putri dengan tema ""kompak dalam kompetisi, mengukir prestasi, membangun karakter islami""",Ponpes Salafiyah Parappe,Positive,16.0,Pembinaan Karakter,"Masya Allah Galeri pembukaan PORSENI antar santriwati pondok pesantren Salafiyah Parappe Putri dengan tema ""kompak dalam kompetisi, mengukir prestasi, membangun karakter islami"""
766,Syahruddin Ibnu Arabi Chanel,سبحان الله,"Galeri pembukaan PORSENI antar santriwati pondok pesantren Salafiyah Parappe Putri dengan tema ""kompak dalam kompetisi, mengukir prestasi, membangun karakter islami""",Ponpes Salafiyah Parappe,Positive,11.0,Pembinaan Karakter,"سبحان الله Galeri pembukaan PORSENI antar santriwati pondok pesantren Salafiyah Parappe Putri dengan tema ""kompak dalam kompetisi, mengukir prestasi, membangun karakter islami"""
767,RisNaa Afikah,"Masya allah, smga sht sllu nak hisra","Galeri pembukaan PORSENI antar santriwati pondok pesantren Salafiyah Parappe Putri dengan tema ""kompak dalam kompetisi, mengukir prestasi, membangun karakter islami""",Ponpes Salafiyah Parappe,Positive,17.0,Pembinaan Karakter,"Masya allah, smga sht sllu nak hisra Galeri pembukaan PORSENI antar santriwati pondok pesantren Salafiyah Parappe Putri dengan tema ""kompak dalam kompetisi, mengukir prestasi, membangun karakter islami"""
768,Ija Husain,"Semangat ana2 solehaku, tunjjkn bahwa kaliapun bisa berapresiasi dg mengikuti perkemnbangn jaman, tapi tentunya dikoridor yg benar...🙏💪","Galeri pembukaan PORSENI antar santriwati pondok pesantren Salafiyah Parappe Putri dengan tema ""kompak dalam kompetisi, mengukir prestasi, membangun karakter islami""",Ponpes Salafiyah Parappe,Positive,35.0,Pembinaan Karakter,"Semangat ana2 solehaku, tunjjkn bahwa kaliapun bisa berapresiasi dg mengikuti perkemnbangn jaman, tapi tentunya dikoridor yg benar...🙏💪 Galeri pembukaan PORSENI antar santriwati pondok pesantren Salafiyah Parappe Putri dengan tema ""kompak dalam kompetisi, mengukir prestasi, membangun karakter islami"""
769,Salviah Ali,Masya Allah sehat selalu nak,"Galeri pembukaan PORSENI antar santriwati pondok pesantren Salafiyah Parappe Putri dengan tema ""kompak dalam kompetisi, mengukir prestasi, membangun karakter islami""",Ponpes Salafiyah Parappe,Positive,21.0,Pembinaan Karakter,"Masya Allah sehat selalu nak Galeri pembukaan PORSENI antar santriwati pondok pesantren Salafiyah Parappe Putri dengan tema ""kompak dalam kompetisi, mengukir prestasi, membangun karakter islami"""
770,Nurjanna,Aamiin,Mari kita muliakan hari-hari yang mulia semoga Allah memuliakan kita dengan kebaikan di dunia dan akhirat,Ponpes Salafiyah Parappe,Positive,20.0,Kegiatan Pondok,Aamiin Mari kita muliakan hari-hari yang mulia semoga Allah memuliakan kita dengan kebaikan di dunia dan akhirat
771,Indar Zilla,Amiiiin....,Mari kita muliakan hari-hari yang mulia semoga Allah memuliakan kita dengan kebaikan di dunia dan akhirat,Ponpes Salafiyah Parappe,Positive,18.0,Kegiatan Pondok,Amiiiin.... Mari kita muliakan hari-hari yang mulia semoga Allah memuliakan kita dengan kebaikan di dunia dan akhirat
772,Parimang Ismail,Aamiin,Mari kita muliakan hari-hari yang mulia semoga Allah memuliakan kita dengan kebaikan di dunia dan akhirat,Ponpes Salafiyah Parappe,Positive,20.0,Kegiatan Pondok,Aamiin Mari kita muliakan hari-hari yang mulia semoga Allah memuliakan kita dengan kebaikan di dunia dan akhirat
773,Umrah Ahmad Mas'ud,Aamiin 🤲,Mari kita muliakan hari-hari yang mulia semoga Allah memuliakan kita dengan kebaikan di dunia dan akhirat,Ponpes Salafiyah Parappe,Positive,20.0,Kegiatan Pondok,Aamiin 🤲 Mari kita muliakan hari-hari yang mulia semoga Allah memuliakan kita dengan kebaikan di dunia dan akhirat
774,Cinna Dilalang Pangipi,Amin🤲,Mari kita muliakan hari-hari yang mulia semoga Allah memuliakan kita dengan kebaikan di dunia dan akhirat,Ponpes Salafiyah Parappe,Positive,24.0,Kegiatan Pondok,Amin🤲 Mari kita muliakan hari-hari yang mulia semoga Allah memuliakan kita dengan kebaikan di dunia dan akhirat
775,Rusni Kembar,Aamiiin,Mari kita muliakan hari-hari yang mulia semoga Allah memuliakan kita dengan kebaikan di dunia dan akhirat,Ponpes Salafiyah Parappe,Positive,18.0,Kegiatan Pondok,Aamiiin Mari kita muliakan hari-hari yang mulia semoga Allah memuliakan kita dengan kebaikan di dunia dan akhirat
776,Saripa Rahmi,Aamiin,Mari kita muliakan hari-hari yang mulia semoga Allah memuliakan kita dengan kebaikan di dunia dan akhirat,Ponpes Salafiyah Parappe,Positive,20.0,Kegiatan Pondok,Aamiin Mari kita muliakan hari-hari yang mulia semoga Allah memuliakan kita dengan kebaikan di dunia dan akhirat
777,Saripa Rahmi,Aamiin,Mari kita muliakan hari-hari yang mulia semoga Allah memuliakan kita dengan kebaikan di dunia dan akhirat,Ponpes Salafiyah Parappe,Positive,20.0,Kegiatan Pondok,Aamiin Mari kita muliakan hari-hari yang mulia semoga Allah memuliakan kita dengan kebaikan di dunia dan akhirat
778,Nurmadina Dina,Amiin Allahhuma Amiin 🤲🏻,Mari kita muliakan hari-hari yang mulia semoga Allah memuliakan kita dengan kebaikan di dunia dan akhirat,Ponpes Salafiyah Parappe,Positive,18.0,Kegiatan Pondok,Amiin Allahhuma Amiin 🤲🏻 Mari kita muliakan hari-hari yang mulia semoga Allah memuliakan kita dengan kebaikan di dunia dan akhirat
779,Sumarni Syamsul,Aaaaamin,Mari kita muliakan hari-hari yang mulia semoga Allah memuliakan kita dengan kebaikan di dunia dan akhirat,Ponpes Salafiyah Parappe,Positive,18.0,Kegiatan Pondok,Aaaaamin Mari kita muliakan hari-hari yang mulia semoga Allah memuliakan kita dengan kebaikan di dunia dan akhirat
780,Syarifah Auliya,Aamiin ya robbal alamin.🤲,Mari kita muliakan hari-hari yang mulia semoga Allah memuliakan kita dengan kebaikan di dunia dan akhirat,Ponpes Salafiyah Parappe,Positive,20.0,Kegiatan Pondok,Aamiin ya robbal alamin.🤲 Mari kita muliakan hari-hari yang mulia semoga Allah memuliakan kita dengan kebaikan di dunia dan akhirat
781,Fati Mah,Aamiin Allahhumma Aamiin,Mari kita muliakan hari-hari yang mulia semoga Allah memuliakan kita dengan kebaikan di dunia dan akhirat,Ponpes Salafiyah Parappe,Positive,22.0,Kegiatan Pondok,Aamiin Allahhumma Aamiin Mari kita muliakan hari-hari yang mulia semoga Allah memuliakan kita dengan kebaikan di dunia dan akhirat
782,Rusni Kembar,Aamiiin,Moment Haru Perpisahan Salah satu Asatidzah Pondok Pesantren Salafiyah Parappe Putri (Ustadzah Nur Hikmah Syahdan) ke tempat tugas baru nya. ,Ponpes Salafiyah Parappe,Positive,17.0,Umum,Aamiiin Moment Haru Perpisahan Salah satu Asatidzah Pondok Pesantren Salafiyah Parappe Putri (Ustadzah Nur Hikmah Syahdan) ke tempat tugas baru nya. 
783,Husni,Aamiin,Moment Haru Perpisahan Salah satu Asatidzah Pondok Pesantren Salafiyah Parappe Putri (Ustadzah Nur Hikmah Syahdan) ke tempat tugas baru nya. ,Ponpes Salafiyah Parappe,Positive,19.0,Umum,Aamiin Moment Haru Perpisahan Salah satu Asatidzah Pondok Pesantren Salafiyah Parappe Putri (Ustadzah Nur Hikmah Syahdan) ke tempat tugas baru nya. 
784,Agil Zaki,Asmin yra,Moment Haru Perpisahan Salah satu Asatidzah Pondok Pesantren Salafiyah Parappe Putri (Ustadzah Nur Hikmah Syahdan) ke tempat tugas baru nya. ,Ponpes Salafiyah Parappe,Positive,17.0,Umum,Asmin yra Moment Haru Perpisahan Salah satu Asatidzah Pondok Pesantren Salafiyah Parappe Putri (Ustadzah Nur Hikmah Syahdan) ke tempat tugas baru nya. 
785,Rusnawati Ilyas,Semoga sehat selalu d tempt baru ustzah Hikmah😭 aamiin🤲🏼🤲🏼,Moment Haru Perpisahan Salah satu Asatidzah Pondok Pesantren Salafiyah Parappe Putri (Ustadzah Nur Hikmah Syahdan) ke tempat tugas baru nya. ,Ponpes Salafiyah Parappe,Positive,27.0,Umum,Semoga sehat selalu d tempt baru ustzah Hikmah😭 aamiin🤲🏼🤲🏼 Moment Haru Perpisahan Salah satu Asatidzah Pondok Pesantren Salafiyah Parappe Putri (Ustadzah Nur Hikmah Syahdan) ke tempat tugas baru nya. 
786,StDjuhrawati R,Àamiin yrA,Moment Haru Perpisahan Salah satu Asatidzah Pondok Pesantren Salafiyah Parappe Putri (Ustadzah Nur Hikmah Syahdan) ke tempat tugas baru nya. ,Ponpes Salafiyah Parappe,Positive,17.0,Umum,Àamiin yrA Moment Haru Perpisahan Salah satu Asatidzah Pondok Pesantren Salafiyah Parappe Putri (Ustadzah Nur Hikmah Syahdan) ke tempat tugas baru nya. 
787,Queensha Farellea,Kak hikmaa🥺 sehat selalu ditempat baruta' ustadzah 🤲❤️,Moment Haru Perpisahan Salah satu Asatidzah Pondok Pesantren Salafiyah Parappe Putri (Ustadzah Nur Hikmah Syahdan) ke tempat tugas baru nya. ,Ponpes Salafiyah Parappe,Positive,25.0,Umum,Kak hikmaa🥺 sehat selalu ditempat baruta' ustadzah 🤲❤️ Moment Haru Perpisahan Salah satu Asatidzah Pondok Pesantren Salafiyah Parappe Putri (Ustadzah Nur Hikmah Syahdan) ke tempat tugas baru nya. 
788,Salviah Ali,Masya Allah,Galeri Pembukaan Ta'aruf Santriwati Baru 2024 Pondok Pesantren Salafiyah Parappe Putri,Ponpes Salafiyah Parappe,Positive,11.0,Umum,Masya Allah Galeri Pembukaan Ta'aruf Santriwati Baru 2024 Pondok Pesantren Salafiyah Parappe Putri
789,Agil Zaki,sehat sll semuanya,Galeri Pembukaan Ta'aruf Santriwati Baru 2024 Pondok Pesantren Salafiyah Parappe Putri,Ponpes Salafiyah Parappe,Positive,14.0,Umum,sehat sll semuanya Galeri Pembukaan Ta'aruf Santriwati Baru 2024 Pondok Pesantren Salafiyah Parappe Putri
790,Arsyad Batunapara,"Mas syaa Allaah sehat2ki semua nak. Diantara mereka Adami juga putriku, Alhamdulillah",Galeri Pembukaan Ta'aruf Santriwati Baru 2024 Pondok Pesantren Salafiyah Parappe Putri,Ponpes Salafiyah Parappe,Positive,11.0,Umum,"Mas syaa Allaah sehat2ki semua nak. Diantara mereka Adami juga putriku, Alhamdulillah Galeri Pembukaan Ta'aruf Santriwati Baru 2024 Pondok Pesantren Salafiyah Parappe Putri"
791,Pattola Wali,"Mantap,smg salapiah parappe makin majuuuu teruusssss. ....",Galeri Pembukaan Ta'aruf Santriwati Baru 2024 Pondok Pesantren Salafiyah Parappe Putri,Ponpes Salafiyah Parappe,Positive,13.0,Umum,"Mantap,smg salapiah parappe makin majuuuu teruusssss. .... Galeri Pembukaan Ta'aruf Santriwati Baru 2024 Pondok Pesantren Salafiyah Parappe Putri"
792,Syfdn Rasyid,Tabarakallah sehat2 semua,Galeri Pembukaan Ta'aruf Santriwati Baru 2024 Pondok Pesantren Salafiyah Parappe Putri,Ponpes Salafiyah Parappe,Positive,11.0,Umum,Tabarakallah sehat2 semua Galeri Pembukaan Ta'aruf Santriwati Baru 2024 Pondok Pesantren Salafiyah Parappe Putri
793,Initial S,"Luar biasa.._x000D_
Adakah dokumentasi untuk hari ini lagi? 😅",Galeri Pembukaan Ta'aruf Santriwati Baru 2024 Pondok Pesantren Salafiyah Parappe Putri,Ponpes Salafiyah Parappe,Positive,22.0,Umum,"Luar biasa.._x000D_
Adakah dokumentasi untuk hari ini lagi? 😅 Galeri Pembukaan Ta'aruf Santriwati Baru 2024 Pondok Pesantren Salafiyah Parappe Putri"
794,مصطفى على فاش,Bisa ta'aruf?,Galeri Pembukaan Ta'aruf Santriwati Baru 2024 Pondok Pesantren Salafiyah Parappe Putri,Ponpes Salafiyah Parappe,Positive,6.0,Umum,Bisa ta'aruf? Galeri Pembukaan Ta'aruf Santriwati Baru 2024 Pondok Pesantren Salafiyah Parappe Putri
795,Nurmadina Dina,"Alhamdulillah..sehat2ki semua Nak,diantara mereka Adami juga putriku.",Galeri Pembukaan Ta'aruf Santriwati Baru 2024 Pondok Pesantren Salafiyah Parappe Putri,Ponpes Salafiyah Parappe,Positive,11.0,Umum,"Alhamdulillah..sehat2ki semua Nak,diantara mereka Adami juga putriku. Galeri Pembukaan Ta'aruf Santriwati Baru 2024 Pondok Pesantren Salafiyah Parappe Putri"
796,Ainun Ainun,Masya Allah sehat2ji semua nak diantara mereka ada juga putriku,Galeri Pembukaan Ta'aruf Santriwati Baru 2024 Pondok Pesantren Salafiyah Parappe Putri,Ponpes Salafiyah Parappe,Positive,11.0,Umum,Masya Allah sehat2ji semua nak diantara mereka ada juga putriku Galeri Pembukaan Ta'aruf Santriwati Baru 2024 Pondok Pesantren Salafiyah Parappe Putri
797,Rah Ma Rahma,Masya Allah ada ankku tapi ga kliatan,Galeri Pembukaan Ta'aruf Santriwati Baru 2024 Pondok Pesantren Salafiyah Parappe Putri,Ponpes Salafiyah Parappe,Positive,11.0,Umum,Masya Allah ada ankku tapi ga kliatan Galeri Pembukaan Ta'aruf Santriwati Baru 2024 Pondok Pesantren Salafiyah Parappe Putri
798,M Padlan,Masya Allah hebatx anak syaleha semua.semoga dpt menjadi cerminan bg adik _ adikx,"Musyawarah Kitab Fathul Qarib antar santriwati Thobaqah Fathul qorib, Fathul Mu'in, Pdf Ulya dan Pdf wustho.",Ponpes Salafiyah Parappe,Positive,25.0,Fasilitas,"Masya Allah hebatx anak syaleha semua.semoga dpt menjadi cerminan bg adik _ adikx Musyawarah Kitab Fathul Qarib antar santriwati Thobaqah Fathul qorib, Fathul Mu'in, Pdf Ulya dan Pdf wustho."
799,Nurul Indah Sari,Masya allahh,"Musyawarah Kitab Fathul Qarib antar santriwati Thobaqah Fathul qorib, Fathul Mu'in, Pdf Ulya dan Pdf wustho.",Ponpes Salafiyah Parappe,Positive,10.0,Fasilitas,"Masya allahh Musyawarah Kitab Fathul Qarib antar santriwati Thobaqah Fathul qorib, Fathul Mu'in, Pdf Ulya dan Pdf wustho."
800,Saqila Mahira,"Masya Allah,,, semoga Anak anak kami juga bisa seperti mereka 🤲","Musyawarah Kitab Fathul Qarib antar santriwati Thobaqah Fathul qorib, Fathul Mu'in, Pdf Ulya dan Pdf wustho.",Ponpes Salafiyah Parappe,Positive,23.0,Fasilitas,"Masya Allah,,, semoga Anak anak kami juga bisa seperti mereka 🤲 Musyawarah Kitab Fathul Qarib antar santriwati Thobaqah Fathul qorib, Fathul Mu'in, Pdf Ulya dan Pdf wustho."
801,Erniwati,Tetap semangat anak2 ku semoga kelak bisa sukses 🤲🤲🤲,"Musyawarah Kitab Fathul Qarib antar santriwati Thobaqah Fathul qorib, Fathul Mu'in, Pdf Ulya dan Pdf wustho.",Ponpes Salafiyah Parappe,Positive,25.0,Fasilitas,"Tetap semangat anak2 ku semoga kelak bisa sukses 🤲🤲🤲 Musyawarah Kitab Fathul Qarib antar santriwati Thobaqah Fathul qorib, Fathul Mu'in, Pdf Ulya dan Pdf wustho."
802,Wahida Yanta,"MasyaAllah,, semangt anak semoga ilmuny berkah 🤲🤲","Musyawarah Kitab Fathul Qarib antar santriwati Thobaqah Fathul qorib, Fathul Mu'in, Pdf Ulya dan Pdf wustho.",Ponpes Salafiyah Parappe,Positive,18.0,Fasilitas,"MasyaAllah,, semangt anak semoga ilmuny berkah 🤲🤲 Musyawarah Kitab Fathul Qarib antar santriwati Thobaqah Fathul qorib, Fathul Mu'in, Pdf Ulya dan Pdf wustho."
803,Wil Muiz Jamali,Ingat jaman dulu waktu Masi d polmas,"Musyawarah Kitab Fathul Qarib antar santriwati Thobaqah Fathul qorib, Fathul Mu'in, Pdf Ulya dan Pdf wustho.",Ponpes Salafiyah Parappe,Positive,17.0,Fasilitas,"Ingat jaman dulu waktu Masi d polmas Musyawarah Kitab Fathul Qarib antar santriwati Thobaqah Fathul qorib, Fathul Mu'in, Pdf Ulya dan Pdf wustho."
804,Uki,👏👍,TELAH DIBUKA! PENDAFTARAN SANTRIWATI BARU PONDOK PESANTREN SALAFIYAH PARAPPE 2024,Ponpes Salafiyah Parappe,Positive,10.0,Umum,👏👍 TELAH DIBUKA! PENDAFTARAN SANTRIWATI BARU PONDOK PESANTREN SALAFIYAH PARAPPE 2024
805,Ruslan Abdullah,Gak bisa di share...!! 🙏🙏🙏,TELAH DIBUKA! PENDAFTARAN SANTRIWATI BARU PONDOK PESANTREN SALAFIYAH PARAPPE 2024,Ponpes Salafiyah Parappe,Positive,10.0,Umum,Gak bisa di share...!! 🙏🙏🙏 TELAH DIBUKA! PENDAFTARAN SANTRIWATI BARU PONDOK PESANTREN SALAFIYAH PARAPPE 2024
